BASE_URI|TITLE|DATE|FORMAT|CONTRIBUTOR|SUBJECT|DESCRIPTION|SOURCE|RIGHTS|FILE_PATH
Metadata/Photography/MS0546-P-97-Conger-1901.xml|[American Minister Conger, Peking, China]|1900|Stereographs|Underwood & Underwood; Ricalton, James|China--History--Boxer Rebellion, 1899-1901--Pictorial works|Ambassador Edwin H. Conger and his family, with civilians from eleven western diplomatic legations and over 2,500 Chinese Christians were besieged in the embassy district for 54 days in summer 1900.  Protesting against western, Christian intrusions in their country, the Society of Righteous and Harmonious Fists (Boxers) fought with the Qing Empress and an estimated 40,000 Manchu troops to remove foreigners.   Conger lived, though like many, suffered long term health effects from their experiences.|MSS Collection 0546, Box|created in 1900 after Boxer Rebellion. No photographer name located besides stereocard maker.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0546-P-97-Conger-1901.jpg
Metadata/Photography/MS0774-Amputee_Miner-1968.xml|[Ed Marlowe, Paralyzed from a Roof Fall in a Coal Mine]|1965|Black-and-white photographs|Corn, Jack, 1929-|Appalachian Region--Economic conditions--Pictoral works; Coal miners--Portraits|Ed Marlowe worked in the mines for twenty years before breaking his back in 1957 when the roof of the mine fell in on him. Federal inspectors were not even allowed to enter mines until 1941; it would be another six years before Congress authorized the fomulation of the first code of federal regulations for mine safety. The Federal Coal Mine Safety Act of 1952 was the first of a succession of codes around mine safety.|MSS Collection 0774, Box|Corn granted rights to Vanderbilt for 2012 exhibition of his work.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0774-Amputee_Miner-1968.jpg
Metadata/Photography/MS0774-Cards_on_the_Hood-1968.xml|[Striking Miners Play Cards on the Picket Line at Brookside Mine, near Harlan, KY]|1973|Black-and-white photographs|Corn, Jack, 1929-|Appalachian Region--Economic conditions--Pictoral works; Card games--Pictorial works; Playing cards--Pictorial works|The miners' 1972 dispute against Duke Power Co. over working conditions, wages, and labor practices inspired the award-winning documentary Harlan County, USA.|MSS Collection 0774, Box|Corn granted rights to Vanderbilt in 2012 exhibition of his work.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0774-Cards_on_the_Hood-1968.jpg
Metadata/Photography/MS0774-Classroom_stove-1968.xml|[Mrs. Helen Allread, Substitute Teacher at Crawford School]|1961|Black-and-white photographs|Corn, Jack, 1929-|Appalachian Region--Economic conditions--Pictoral works; Classrooms--Pictorial works|Students at this one-room school had recently gotten a hot lunch program, one of first such programs in Tennessee.  This was the main meal for the day for some students.|MSS Collection 0774, Box|Corn granted rights to Vanderbilt for 2012 exhibition of his work.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0774-Classroom_stove-1968.jpg
Metadata/Photography/MS0774-Woman_Boy_on_Porch-c1968.xml|[A Grandmother and Her Grandson “Just a Sitting,” near Logan, WV]|1979|Black-and-white photographs|Corn, Jack, 1929-|Appalachian Region--Economic conditions--Pictoral works|"The people of Appalachia are a proud people. They were very open and honest with me, welcoming me into their homes and to their tables. They loved the beauty and solitude of the mountains. I understood their love of the land...Coal mining changed the landscape forever and the land was never again the same." Photojournalist Jack Corn captured a grandmother and her grandson near Logan, West Virginia.|MSS Collection 774, Box|Corn granted rights to Vanderbilt for 2012 exhibition of his work.Corn granted rights to Vanderbilt in 2012 exhibition of his work.|Corn granted rights to Vanderbilt in 2012 exhibition of his work.|PATH TO IMAGES/MS0774-Woman_Boy_on_Porch-c1968.jpg
Metadata/Photography/Ms0774-Wounded_Miner-1968.xml|[Sheriff Jack Laxton Administers Oxygen to Rescue Worker Edker Hunnicutt]|1965|Black-and-white photographs|Corn, Jack, 1929-|Appalachian Region--Economic conditions--Pictorial works|After a methane gas and coal dust explosion May 24, 1965, Corn photographed rescue efforts and the disaster aftermath at Brimstone Mountain for The Tennessean. Five miners were killed, and the two-day rescue drew several hundred anxious spectators, family, and members of the press.|MSS Collection 0774, Box?|Corn granted rights to Vanderbilt for 2012 exhibition of his work.Corn granted rights to Vanderbilt for 2012 exhibition of his work.|Corn granted rights to Vanderbilt for 2012 exhibition of his work.|PATH TO IMAGES/MS0774-Wounded_Miner-1968.jpg
Metadata/Photography/MS0827-P-Bald-Head-Cliff-1901.xml|[Sea Wall at Bald Head Cliff, York, Maine]|1901|Photochroms|Detroit Photographic Co.; William Henry Jackson|Seashore--Maine--Pictorial works|Regular trains, overnight steamship service, and seaside hotels lured middle-class tourists from Boston, Philadelphia and New York to spend summertime in this southern Maine coastal town as early as 1875.  Besides walking cliff paths and “rusticating,” tourists explored historic towns popularized by local Sarah Orne Jewett in her novels of Maine.|MSS Collection 0827|NULLCopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0827-P-Bald_Head_Cliff-1901.jpg
Metadata/Photography/MS0827-P-Crevasse-1902.xml|[Crevasse Formation in Illecillwaet Glacier, Selkirk Mountains, Alberta, Canada]|1902|Photochroms|Detroit Photographic Co.; William Henry Jackson|Mountain passes--Selkirk Range--Pictorial works; Selkirk Range--Pictorial works|The transcontinental Canadian Pacific Railway and great hotels the firm built changed how people saw the mountains. Once considered a barrier to progress, the mountains were now viewed by many as a major tourist attraction. Canadian Pacific Railway’s Glacier House Hotel opened near the glacier’s terminus in 1885. From the Swiss Guides working at the hotel to the photo exhibits and books, Glacier National Park in 1886, the mountains were promoted.  Scientists like William H. Sherzer studied glaciers in British Columbia.  His findings, including the causes of the glacier’s rich varied colors, were published in 1904 as a Smithsonian Expedition.  The glacier’s name means “big water” in the Okangan language.|MSS Collection 0827|Image published in 1902.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0827-P-Crevasse-1902.jpg
Metadata/Photography/MS0827-P-Erie_Canal-1900.xml|[Erie Canal at Salina St., Syracuse NY]|1900|Photochroms|Detroit Photographic Co.; William Henry Jackson|Erie Canal (N.Y.)--Pictorial works; Syracuse (N.Y.)--Pictorial works|Built from 1817 to 1825, the 363-mile Erie Canal connected the Great Lakes with the Hudson River, making New York the Atlantic port for midwestern crops, meat, and goods.  The reduced shipping costs spurred New York’s economic explosion in the 1830s and allowed easy internal migration. Smaller Oswego Canal connects Erie Canal with Lake Ontario and the Erie Canal cuts through downtown Syracuse and continues to Buffalo on the shores of Lake Erie.|MSS Collection 0827|Image published in 1900.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0827-P-Erie_Canal-1900.jpg
Metadata/Photography/MS0827-P-Gettysburg-1903.xml|[High Water Mark at Gettysburg, PA]|1903|Photochroms|Detroit Photographic Co.; William Henry Jackson|High-water mark of the Confederacy; Soldiers’ National Cemetery (Gettysburg, Pa.)--Pictorial works|The three day battle in 1863 produced the greatest bloodshed of the Civil War.  Monuments, tours, and photos were produced rapidly to commemorate the fallen. The memorial cemetery opened in 1864.  John Batchelder designed this 1892 monument and wrote Gettysburg: What to See and How to See It in 1873. In 1891, Pennsylvania railroad sold tourist packages in 1891 that included Gettysburg. In 1895, Gettysburg became a National Military Park with 600 acres and 320 monuments to Federal troops.|MSS Collection 0827|Image published in 1903.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0827-P-Gettysburg-1903.jpg
Metadata/Photography/MS0827-P-Havana_Cuba-1900.xml|[Palacio Del Gobierno General, Habana, Cuba]|1900|Photochroms|Detroit Photographic Co.; William Henry Jackson|Palacio de Gobierno General (Havana, Cuba)--Pictorial works|Exotic foreign locations—Cuba, Buenos Aires,Moscow, Ceylon-----formed part of the Detroit Photographic Company’s images.  Marketed as “absolutely permanent,” the company sold images across multiple formats as postcards, photochroms, and sets of lantern slides. Scenic and Architectural Views and Marine Views were sold in hand-colored and black-and-white formats, all “combin[ing] the truthfulness of a photograph with the color and richness of an oil painting.”|MSS Collection 0827|NULLCopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0827-P-Havana_Cuba-1900.jpg
Metadata/Photography/MS0827-P-Lick-Observatory-1902.xml|[Barnard Leaning against Telescope at Lick Observatory, Mt. Hamilton, CA]|1893-12-06|Photochroms|Detroit Photographic Co.|Lick Observatory--Pictorial works; Barnard, Edward Emerson, 1857-1923--Portraits; Telescopes--Pictorial works|NULL|MSS Collection 0827, Folder 1; MSS Collection 0031, Box 43, Folder 09|Emerson died in 1923.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0031-Barnard-Lick-Obsrv1893.jpg
Metadata/Photography/MS0827-P-Lick-Observatory-1902A.xml|[Barnard Leaning against Telescope at Lick Observatory, Mt. Hamilton, CA]|1893-12-06|Photochroms|Detroit Photographic Co.; William Henry Jackson|Lick Observatory--Pictorial works; Barnard, Edward Emerson, 1857-1923--Portraits; Telescopes--Pictorial works|Barnard moved to California in 1887 to inaugurate the new observatory at Mount Hamilton near San Jose.  He discovered the first non-Galilean moon of Jupiter, Amalthea, in September 1892, over 275 years after Galileo's discoveries.  Observatory staff fought over access to the 36-inch telescope, making working conditions difficult. Barnard moved to Yerkes Observatory in Williams Bay, Wisconsin in 1895 with an astronomy appointment at the University of Chicago.|MSS Collection 0827, Folder 1|Detriot Photographic Co. published this image in 1902.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0031-Barnard-Lick-Obsrv1893.jpg
Metadata/Photography/MS0827-P-Ophir_Roses-1902.xml|[Gold of Ophir Roses Carmelita, Pasadena, California]|1902|Photochroms|Detroit Photographic Co.; William Henry Jackson|Roses--Varieties--Pictorial works|Like postcards, photochrom prints appealed to consumers as souvenirs of landscapes, tourist attractions, and idealized locales.  Carmelita Garden in Pasadena showcased plants from around the world, all seen thriving in southern California’s mild weather.   Started as an agricultural town, Pasadena became famous for its Tournament of Roses Parade begun in 1890 and held every year on New Year’s Day.|MSS Collection 0827, Box?|Image made in 1902.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0827-P-Ophir_Roses-1902.jpg
Metadata/Photography/MS0827-P-Passaic_Falls-1902.xml|[Passaic Falls, Patterson, New Jersey]|1902|Photochroms|Detroit Photographic Co.; William Henry Jackson|NULL|Images of natural landmarks were also part of the North American views published by the Detroit Photo Company. When New York was the nation’s capital, Alexander Hamilton picked Patterson as a site for an industrial city in 1792 based on the Passaic Falls77-foot drop which held great potential for powering textile production.  By the 1880s, Patterson mills produced almost half of all silk made in the U.S.|MSS Collection 0827, Box?|Image made in 1902.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0827-P-Passaic_Falls-1902.jpg
Metadata/Photography/MS0827-P-Pike's_Peak-1898.xml|[Pike's Peak Avenue, Colorado]|1898|Photochroms|Detroit Photographic Co.; William Henry Jackson|Pikes Peak (Colo.)--Pictorial works|In 1874, Congress debated civilian versus military control of the four western mapping surveys. Hayden’s Survey, mapping the western territories, joined the U.S. Department of the Interior.   Named for explorer Zebulon Pike, the area grew in the 1890s during the last gold rush in the continental U.S.  Katharine Lee Bates wrote the song "America the Beautiful" in 1893 after admiring the view from Pikes Peak.  At 14,115 feet, it is the highest summit of the southern Front Range of the Rockies.”|MSS Collection 0827|Image made in 1898.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0827-P-Pikes_Peak-1898.jpg
Metadata/Photography/MS0827-P-Point_Sublime-1901.xml|[Point Sublime, Colorado]|1901|Photochroms; Panoramas|Detroit Photographic Co.; William Henry Jackson|Rocky Mountains--Pictorial works|After the Civil War, telegraph and railroad companies created new demands for natural resources.  The four major western survey expeditions mapped geological features and mineral resources of the western territories targeting military posts and exploring Canyonlands and territories. In 1870, William Henry Jackson joined Ferdinand Hayden’s group surveying Wyoming and western territories.  He eventually settled in Denver, near Point Sublime, where he worked as a landscape photographer.|MSS Collection 0827, Box?|Image maed in 1901.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0827-P-Point_Sublime-1901.jpg
Metadata/Photography/MS0827-P-Pulpit_Rock-1900.xml|[Pulpit Rock, Utah]|1900|Photochroms|Detroit Photographic Co.; William Henry Jackson|Pulpit Rock (Utah)--Pictorial works|The Union Pacific Railroad tracks visible in the right half of this image connect Pulpit Rock near Echo City  with Portland and San Francisco. The town provided coal and water for trains entering Echo Canyon.  Echo began as a stopover on the Mormon trail, becoming a junction between the First Transcontinental Railroad and a spur line to serve silver mines near Park City.  Rock formations like this are found throughout the Wasatch Mountains.|MSS Collection 0827, Box?|Image made in 1900.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0827-P-Pulpit_Rock-1900.jpg
Metadata/Photography/MS0827-P-Selkirk_Mountains-1902.xml|[Mt. Fox and Mt. Dawson, Selkirk Mountains Alberta Canada]|1902|Photochroms|Detroit Photographic Co.; William Henry Jackson|Selkirk Range--Pictorial works|Crossing the Selkirk Mountain Range completed the transcontinental Canadian Pacific Railway in 1885, connecting remote British Columbia by land to the rest of newly-unified Canada. Ten years of reconnaissance surveys on foot and horseback preceded railway construction. Building the railway presented engineers with formidable challenges, like keeping the line clear. About 40 feet of snow fell on this rail line every winter it was in use. No trains ran for months in the first winter of operation.|MSS Collection 0827, Box?|Image made in 1902.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0827-P-Selkirk_Mountains-1902.jpg
Metadata/Photography/MS0827-P-St._Augustine-1898.xml|[Ft. Marion-St. Augustine & Harbor, FL]|1898|Photochroms|Detroit Photographic Co.; William Henry Jackson|Castillo de San Marcos (Saint Augustine, Fla.)--Pictorial works|Completed in 1695, Fort Marion (now Castillo de San Marcos) is the oldest surviving masonry fort in the continental U.S.  Engineer Ignazio Daza followed standards for building defensive structures that would withstand cannon projectiles and maximize cannon mounts to repel attackers. The bastion was built to defend St. Augustine against British attack.  The coquina shell walls did not splinter into projectiles under cannon fire and mixed with aggregate absorbed cannon balls.|MSS Collection 0827, Box?|Image made in 1898.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0827-P-St_Augustine-1898.jpg
Metadata/Photography/sc.mss.0123.166.xml|[Tennessee Centennial and International Exposition Postcard Main Entrance Gate]|1897|Photographic postcards|NULL|Tennessee Centennial and International Exposition (1897 : Nashville, Tenn.)--Pictorial works|The six-month Tennessee Centennial attracted over one-and-a-half-million tourists to see the “Athens of the South.”  Despite extensive railway promotion, attendance was low due to an outbreak of Yellow Fever across the Gulf States. Like San Francisco's Palace of Fine Arts, Nashville's Parthenon was recreated in the 1920s, becoming a landmark.  Souvenirs like these circulated widely in the United States after expositions in Philadelphia (1876) and Chicago (1893).|MSS Collection 0123, Box 166|Image dates to 1897.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/sc.mss.0123.166.jpg
Metadata/Photography/sc.mss.0123.171-A.xml|[Tennessee Centennial and International Exposition Postcard Parthenon]|1897|Photographic postcards|NULL|Tennessee Centennial and International Exposition (1897 : Nashville, Tenn.)|The six-month Tennessee Centennial attracted over one-and-a-half-million tourists to see the “Athens of the South.”  Despite extensive railway promotion, attendance was low due to an outbreak of Yellow Fever across the Gulf States. Like San Francisco's Palace of Fine Arts, Nashville's Parthenon was recreated in the 1920s, becoming a landmark.  Souvenirs like these circulated widely in the United States after expositions in Philadelphia (1876) and Chicago (1893).|MSS Collection 0123, Box 166|Image created in 1897 for TN Centennial Exposition.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/sc.mss.0123.171-A.jpg
Metadata/Photography/sc.mss.0123.171-B.xml|[Tennessee Centennial and International Exposition Postcard Auditorium and Ponte Rialto]|1897|Photographic postcards|NULL|Tennessee Centennial and International Exposition (1897 : Nashville, Tenn.)|The six-month Tennessee Centennial attracted over one-and-a-half-million tourists to see the “Athens of the South.”  Despite extensive railway promotion, attendance was low due to an outbreak of Yellow Fever across the Gulf States. Like San Francisco's Palace of Fine Arts, Nashville's Parthenon was recreated in the 1920s, becoming a landmark.  Souvenirs like these circulated widely in the United States after expositions in Philadelphia (1876) and Chicago (1893).|Mss.0123, Box 166|Image created for the 1897 TN Centennial.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/sc.mss.0123.171-B.jpg
Metadata/Photography/sc.mss.0332.178.xml|[Vanderbilt University Adminstration]|Unknown|Composite photographs|NULL|NULL|Composite images like this one were an early form of Photoshop.  Chancellor Kirkland is flanked by Registrar Mary W. Haggard, and Academic Bursar J.E. Hart.   Medical Department Bursar A.E. Godwin completes the group.|MSS Collection 0332, Number 178|Image made c 1888.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/sc.mss.0332.178.jpg
Metadata/Photography/sc.mss.0332.223.xml|[James Kirkland]|1922|Composite photographs|NULL|Kirkland, James H. (James Hampton), 1859-1939--Portraits|James H. Kirkland studied grammar and literature in Leipzig in the 1880s, part of a wave of Americans earning degrees abroad.  He believed that study of bigger philosophical questions was important, not merely for career advancement, but for personal enjoyment. While Kirkland lived before Movember, the moustache fundraiser for men’s cancer, he appears to have stayed fond of the moustaches popular among men in the 1880s. James Kirkland served as Vanderbilt's second Chancellor from 1893 until 1937.|MSS Collection 0332, Number 223|Image made in 1922.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/sc.mss.0332.223.jpg
Metadata/Photography/sc.mss.0332.238.xml|[Bachellor of Ugliness Philip H. Porter]|Unknown|Black-and-white photographs|NULL|NULL|University tradition describes this award as a contest for the most popular male student who represented “the ideal of young manhood.”  Elected by his peers, the Bachelor of Ugliness was first chosen on Founder’s Day in 1895. In 1898, writers at Phi Delta Theta magazine recalled the winner having the “strongest geographical faction”. Several Tennessee universities continue the tradition today.  More recent Vanderbilt Bachelors include John Edgerton and Perry Wallace.|MSS Collection 0159, Number 238|Image made in 1890.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/sc.mss.0332.238.jpg
Metadata/Photography/SDSS-caps-72dpi.xml|[Hundreds of galaxies in the Perseus Cluster from the Sloan Digital Sky Survey]|2008|astrophotographs|Robert Lupton; Sloan Digital Sky Survey Collaboration|Sloan Digital Sky Survey; Galaxies--clusters|This image shows the central region of the Perseus cluster, which contains hundreds of galaxies, even more invisible dark matter, and is one of the most massive objects in the universe. Each orange dot in this map is a galaxy.  In all, the SDSS imaging map shown here contains more than a trillion pixels, each one imaged in five colors.  The image was taken using the 2.5 meter telescope at Apache Point Observatory and is part of the Sloan Digital Sky Survey, of which Vanderbilt is a partner institution.|SDSS-caps-72dpi.jpg|SDSS III (see photomark on jpg) dates to 2008-2014, per SDSS webpage, http://classic.sdss.org/. -- Source's preferred credit is: Robert Lupton and the Sloan Digital Sky Survey Collaboration,www.sdss.org -- Lupton's email is rhl@astro.princeton.edu -- Permission from Dr. Andreas Berlind, Department of Physics, Vanderbilt.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/SDSS-caps-72dpi.jpg
Metadata/Satellite-Music/alex_steinweiss_book.xml|Alex Steinweiss: The Inventor of the Modern Album Cover|2011|Books|Reagan, Kevin|Steinweiss, Alex, 1917-2011; Sound recordings--Record covers--Catalogs; Graphic arts--United States--History--20th century|Entire books are dedicated to the art of the album cover. Perhaps the greatest influence on the modern album cover was Alex Steinweiss, whose colorful graphics played a major role in the marketing of Columbia’s new long-playing record format.|NULL|The display of this physical object constitutes a fair use as detailed in the ACRL's Code of Best Practices in Fair Use for Academic and Research Libraries.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|NULL
Metadata/Satellite-Music/badura_skoda_schubert_album_art.xml|Schubert: The Complete Piano Sonatas, volume 4, Four Sonatas (1825-1826)|1971|record covers; long-playing records|Badura-Skoda, Paul; Schubert, Franz, 1797-1828; Lambert, Saul|record covers|This album cover is a representative example of cover art for classical music produced during the 1970s. The cover is by Saul Lambert, and it is based on a detail of Kupelwieser's famours painting, "Party Game of the Schubertiads.|NULL|The display of this physical object constitutes a fair use as detailed in the ACRL's Code of Best Practices in Fair Use for Academic and Research Libraries.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/20150417SG045.jpg
Metadata/Satellite-Music/beach_boys_smile_set.xml|The Smile Sessions|2011|long-playing records; compact discs|Beach Boys; Wilson, Brian, 1942-|long-playing records; 45 rpm records; compact discs|This deluxe edition box set allows users to experience the music of the Beach Boys on three different formats: remastered CD recordings, 33 1/3 long-playing records, and 7" singles.|NULL|The display of this physical object constitutes a fair use as detailed in the ACRL's Code of Best Practices in Fair Use for Academic and Research Libraries.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|NULL
Metadata/Satellite-Music/beatles_sgt_pepper.xml|Sgt. Pepper's Lonely Hearts Club Band|1967|Long-playing records|Beatles|Rock music, 1961-1970--Specimens|The Beatles' Sgt. Pepper's Lonely Hearts Club Band serves as a fine example of the role that album cover art and supplemental materials served to aid in marketing of the music. While the album cover itself is distinctive, Sgt. Pepper also included paper cut-outs for added value.|NULL|Contact SESAC, ASCAP or BMICopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/20150417SG058.jpg
Metadata/Satellite-Music/bernstein_conducts_copland_reel.xml|Bernstein Conducts Copland|NULL|tape reels|Bernstein, Leonard, 1918-1990; Copland, Aaron, 1900-1990; New York Philharmonic|tape reels|First used for commercial recordings by Bing Crosby, reel-to-reel tape became the preferred recording medium for artists across all genres of music. The analog magnetic recording remained dominant until the development of digital audio technology|NULL|The display of this physical object constitutes a fair use as detailed in the ACRL's Code of Best Practices in Fair Use for Academic and Research Libraries.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|NULL
Metadata/Satellite-Music/bristol_sessions_box_set.xml|The Bristol Sessions, 1927-1928: The Big Bang of Country Music|2011|Compact discs|Carter Family (Musical group); Rodgers, Jimmie, 1897-1933|Carter Family (Musical group); Rodgers, Jimmie, 1897-1933|Box sets often cater to very specific audiences. This set features the Bristol Sessions of 1927-28, seminal recordings that played a key role in the marketing of country music.|NULL|The display of this physical object constitutes a fair use as detailed in the ACRL's Code of Best Practices in Fair Use for Academic and Research Libraries.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/20150417SG060.jpg
Metadata/Satellite-Music/christmas_gift_pop_up_album.xml|Ronco Presents: A Christmas Gift|1974|Pop-up books|Ronco Teleproducts; CBS Records (firm); Columbia Records, Inc.|Pop-up books|Recording companies also issued “special editions” or “collector’s editions,” often just in time for the holidays. This item features a 3-D pop-up manger scene inside the cover of a Christmas album.|NULL|The display of this physical object constitutes a fair use as detailed in the ACRL's Code of Best Practices in Fair Use for Academic and Research Libraries.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|NULL
Metadata/Satellite-Music/coltrane_blue_train_album.xml|Blue Train: John Coltrane|1985|record covers; compact discs|Coltrane, John, 1926-1967; Morgan, Lee, 1938-1972; Fuller, Curtis, 1934-; Drew, Kenny; Chambers, Paul, 1935-1969; Jones, Philly Joe|record covers|The album cover for Blue Train featuring a pensive John Coltrane is an iconic image that continues to speak to future generations of jazz enthusiasts.|NULL|The display of this physical object constitutes a fair use as detailed in the ACRL's Code of Best Practices in Fair Use for Academic and Research Libraries.NULL|NULL|NULL
Metadata/Satellite-Music/edison_gold_moulded_record.xml|Ballet Music from Faust, Part 2|1907|cylinder phonographs (phonographs)|Edison Concert Band|cylinder phonographs (phonographs)|Developed in 1902, the Edison Gold Moulded Cylinder was a significant advancement in recording technology. Rather than relying on inconsistent dubbing techniques, this technique created a metal mold from the original recording, and a blank brown cylinder was inserted and heated, resulting in precise reproduction.|NULL|This item is in the public domain, and no longer restricted by U.S. Copyright Law.NULL|NULL|NULL
Metadata/Satellite-Music/introduction_to_stereo_lp.xml|Introduction to Stereo|1958|Long-playing records|Wiener Staatsoper. Orchester; Deutschmeister Band; Royal Philharmonic Orchestra; Ferrante and Teicher|NULL|Stereo sound was introduced to the commercial market in 1958. This LP offers listeners a wide variety of selections designed to expose them to the full benefits of stereo, including orchstral works, works for organ, and even sound effects.|NULL|The display of this physical object constitutes a fair use as detailed in the ACRL's Code of Best Practices in Fair Use for Academic and Research Libraries.NULL|NULL|NULL
Metadata/Satellite-Music/lomax_haiti_box_set.xml|Alan Lomax, Haiti: Recordings for the Library of Congress, 1936-1937|2009|Field recordings|Lomax, Alan, 1915-2002; Lyttleton, Elizabeth; Polinice, Révolie|Field recordings; Lomax, Alan, 1915-2002|This sumptuous box set features remastered field recordings collected by Alan Lomax for the Library of Congress between 1936 and 1937. In addition to the recordings, the set includes facsimile reproductions of a tourist map with Lomax's annotations, his Haitian Diary, and a photograph.|NULL|The display of this physical object constitutes a fair use as detailed in the ACRL's Code of Best Practices in Fair Use for Academic and Research Libraries.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/20150417SG065.jpg
Metadata/Satellite-Music/sand_dunes_diamond_disc.xml|Title on disc, Side R, Sand Dunes: One-Step / Byron Gay; Side L, I'm Sorry I Made You Cry: Jazz Fox Trot / N.J. Clesi|1919|Sound recordings|All-Star Trio; Ken Fuller's Famous Jazz Band|Phonograph records|This is an analog recording marketed the Edison Diamond Disc. The disc rotates at 80 rpm, reflecting non-standardized recording practices common in the early 20th century.|NULL|NULLNULL|NULL|NULL
Metadata/Satellite-Music/uncle_josh_buys_a_victrola_78.xml|Uncle Josh Buys a Victrola; Opera at Pun'kin Center|1919|78 rpm records|Stewart, Cal, 1856-1919|Stewart, Cal, 1856-1919; 78 rpm records|The Victor Talking Company was a major competitor to Edison. Founded in 1901, Victor took the lead in promoting classical music by recording Enrico Caruso, Jascha Heifetz, Fritz Kreisler, Sergei Rachmaninoff and other stars on its distinctive “Red Seal” label. This example highlights another lucrative market for Victor – vaudeville and comedy. This acoustic 78 features the popular “Uncle Josh.”|NULL|NULLNULL|NULL|NULL
Metadata/Satellite-Music/whats_the_use_cardboard_78.xml|Hit of the Week: What's the Use: Fox Trot|NULL|78 rpm records|Jones, Isham, 1894-1965; Newman, Charles, 1901-1978; Spitalny, Phil, 1890-1970; Coty, Bill; Phil Spitalny's Music|Jones, Isham, 1894-1965; Newman, Charles, 1901-1978; 78 rpm records|While shellac and vinyl are commonly associated with sound recordings, other types of materials were sometimes used in their manufacture. This 78 rpm is made of cardboard. Designed to be played only once, cardboard recordings could be made cheaply and quickly and were often featured on cereal boxes.|NULL|NULLNULL|NULL|NULL
Metadata/Satellite-Music/wire_recording.xml|NULL|NULL|wire recordings|NULL|wire recordings|Wire recordings are analog magnetic recordings made on steel or stainless steel wire. They were a relatively short-lived medium, utilized primarily between 1946 and 1954, when magnetic tape became the preferred format.|NULL|No identifying information on item.NULL|NULL|NULL
