BASE_URI	TITLE	DATE	FORMAT	CONTRIBUTOR	SUBJECT	DESCRIPTION	SOURCE	RIGHTS	FILE_PATH	FILE_NAME	TAGS
Metadata/Satellite-Peabody/PC-Three_Golden_Oranges-Boggs_Davis-1964.xml	Three Golden Oranges : and Other Spanish Folk Tales	1936	Books	Boggs, Ralph Steele, 1901-1994|Davis, Mary Gould, 1882-1956|Brock, Emma L. (Emma Lillian), 1886-1974|David McKay Company		A collection of Spanish folktales, this book was first published during the Spanish Civil War. The illustrations in this book depict the Spanish characters in traditional garb, such as the mantilla worn by the woman on the far right.	Peabody Library, PZ8.1 .B59 Th 1964	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/PC-Three_Golden_Oranges-Boggs_Davis-1964.jpg	PC-Three_Golden_Oranges-Boggs_Davis-1964.jpg	Peabody|2015 Exhibits
Metadata/Templates/template.xml								Copyright maintained by Vanderbilt University Special Collections			Templates|2015 Exhibits
Metadata/Treasure-Room/Artist books/20150417SG022-023-024.xml	Not Paper	2010	Artists' books (books)	Thomas, Peter (Peter R.)|Thomas, Donna (Donna Sue)|Peter & Donna Thomas (Firm)	Artists' books|Paper substitutes|Papermaking	Over the centuries, a variety of materials have been used to create books and documents. Here, artists Peter and Donna Thomas examine some of the types of paper-like materials that have been used, including amate (Mexican bark paper), birch bark, parchment (treated animal skins), papyrus (plant-based paper originating in Egypt), tapa (bark cloth from the Pacific islands), Tyvek (polyethylene fiber paper) and even a wasp nest. Part historical reference and part artists' book, the accordion style letterpress volume features tipped in samples of the materials on handmade paper.	Sevier Collection, TS 1124 .T465 2010	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/20150417SG022.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/20150417SG023.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/20150417SG024.jpg	20150417SG022.jpg|20150417SG023.jpg|20150417SG024.jpg	Treasure Room|Artist books|2015 Exhibits
Metadata/Treasure-Room/Artist books/20150417SG025-026-027.xml	The Quilts of Gee's Bend	2011	Artists' books (books)	Shattuck, Carolyn|Shattuck Studio (Firm)	Artists' books|Toy and movable books--Specimens.|African American quilts	Carolyn Shattuck created this book in the form of a rotating ring flexagon--a movable construction of six hinged tetrahedrons. The twenty-four surfaces of the flexagon bear reproductions of quilt designs. The artist honors the African American women of Wilcox County, Alabama, who made these remarkable works of art. These quilters improvised on established designs to create unique designs using materials such as old clothes, cornmeal sacks, denim jeans and fabrics that were to their liking.	Southern Civilization Collection, N7433.4 .S438 Q55 2011	Copyright; licensed to Vanderbilt University courtesy of the artist	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/20150417SG025.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/20150417SG026.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/20150417SG027.jpg	20150417SG025.jpg|20150417SG026.jpg|20150417SG027.jpg	Treasure Room|Artist books|2015 Exhibits
Metadata/Treasure-Room/Artist books/Daily_Bread-Amy_Pirkle-2006.xml	Daily Bread	2006	Artists' books (books)	Pirkle, Amy|Perkolator Press	Artists' books|Cooking (Bread)--Poetry|Grandmothers--Poetry	Amy Pirkle is a book artist and letterpress printer in Tuscaloosa, Alabama, who established the Perkolator Press in 2005. Relationships, time, and memory are common themes in her works. In a celebration of southern culture and cuisine, Pirkle has written a poem about her grandmother and the bread she bakes and illustrated the book with images familiar to all who have experienced the glory of homemade bread. It is letterpress printed from metal types and linoleum blocks on Nideggen mould made paper.	Southern Civilization Collection, N7433.4 .P544 D35 2006	Copyright; licensed to Vanderbilt University courtesy of the artist	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/Daily_Bread-Amy_Pirkle-2006.jpg	Daily_Bread-Amy_Pirkle-2006.jpg	Treasure Room|Artist books|2015 Exhibits
Metadata/Treasure-Room/Artist books/Sky_and_Earth-Claire_Van_Vliet-1973.xml	Sky and Earth: Variable Landscape	1973	Artists' books (books)	Van Vliet, Claire|Janus Press	Artists' books	The influence of place has played a large role in the work of artist Claire Van Vliet, who moved to rural Vermont in 1966 and founded Janus Press. Here, Van Vliet allows viewers to create their own “landscape” by combining unbound die–cut colored Navajo paper and acetate. Artists' books often push at the boundaries of what we call a book in their structure, materials and purpose. In Earth and Sky, Van Vliet asks viewers to rethink their definition of the form.	Sevier Collection, NK8553.5 .V35 A68 1973	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/Sky_and_Earth-Claire_Van_Vliet-1973.jpg	Sky_and_Earth-Claire_Van_Vliet-1973.jpg	Treasure Room|Artist books|2015 Exhibits
Metadata/Treasure-Room/Commemorative volumes/1 Millionth vol-300ppi.xml	Liber Chronicarum|Registrum Huius Operis Libri Cronicarum cu[m] Figuris et Ymag[in]ibus ab Inicio Mu[n]di|Nuremberg Chronicle	1493-07-12	Incunabula	Schedel, Hartmann, 1440-1514	Middle Ages--Chronology	The Nuremberg Chronicle is an outstanding achievement among early printing. Anton Koberger printed the work with cast-lead moveable type and like most of the earliest printers, he copied some of the conventions current in hand-written books. Koberger combined the moveable type with woodcut illustrations, which were provided by the shop where the young Albrecht Dürer worked. This is the library's one millionth volume, presented by Jesse E. Wills, VU '22, on June 2, 1966.	Sevier Collection, CE57 .S3 1493	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/1 Millionth vol-300ppi.jpg	1 Millionth vol-300ppi.jpg	Treasure Room|Commemorative volumes|2015 Exhibits
Metadata/Treasure-Room/Commemorative volumes/3 Millionth vol-300ppi.xml	Monuments Anciens du Mexique: Palenqué et Autres Ruines de L'ancienne Civilisation du Mexique	1866	Books	Brasseur de Bourbourg, abbé, 1814-1874	Mayas	This rare volume on the ruins at Palenque, a seventh-century Maya city-state in Southern Mexico, serves as an important reference for Maya language, history and culture. Waldeck added a bit of poetic license to some illustrations, depicting Maya carvings and glyphs in a style akin to Greek antiquities, and even included a fanciful Maya hieroglyph of an elephant. This was a nod to his patrons, who believed Egyptians or Babylonians had built the grand Maya cities and that Old World animals once inhabited Mesoamerica. The book was donated by Betsy Wills VU `89 and W. Ridley Wills, III in 2004 as the library’s third millionth volume.	Sevier Collection, F1435.1 .P2 B8	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/3 Millionth vol-300ppi.jpg	3 Millionth vol-300ppi.jpg	Treasure Room|Commemorative volumes|2015 Exhibits
Metadata/Treasure-Room/Commemorative volumes/CRW_2258.xml	Journal of the Proceedings of the Congress, Held at Philadelphia, September 5, 1774	1774-09-05	Legislative records	United States. Continental Congress|Bradford, William, 1719-1791	United States--Politics and government--To 1775	The Journal of the Proceedings of the Congress of 1774 was the second millionth volume in the Vanderbilt Library and was donated by Irene and W. Ridley Wills II, VU `56 in 1992. This is the first issue of the first official journal of the Continental Congress which sat at Carpenter’s Hall in Philadelphia, Pennsylvania, from September 5 to October 26, 1774.	Sevier Collection, J10 .74 1774	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/CRW_2258.jpg	CRW_2258.jpg	Treasure Room|Commemorative volumes|2015 Exhibits
Metadata/Treasure-Room/contini/MS0088-Christies_Catalog-BOX-321.xml	Catalogue of an Important Group of Gothic Tapestries and Embroideries from a Famous Continental Source	1931	Auction catalogs	Christie, Manson & Woods International Inc.	Auction catalogs--Specimens	Before the age of internet auctions, art collectors relied on print catalogs from major auction houses to discover new works for their collections or galleries.  This Christie’s catalog from 1931 provides illustrations of works to be auctioned along with background information on the artist and the period in which the work was produced.  Such catalogs are essential reference sources for art historians who are tracing the historical ownership of a work of art.	MSS0088, Contini-Volterra Photographic Archive, Box 321	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0088-Christies_Catalog-BOX-321.jpg	MS0088-Christies_Catalog-BOX-321.jpg	Treasure Room|Contini|2015 Exhibits
Metadata/Treasure-Room/contini/MS0088-Contini-exhibit-001.xml	[Photograph from Cohen Exhibit]	1969-10-01	Color photographs			In 1969, History of Art Professor Hamilton Hazelhurst was contacted by the Samuel H. Kress Foundation about the availability of an extensive photograph collection of European art objects spanning nine centuries. In October 1969, the Contini-Volterra Photographic Archive arrived at Vanderbilt. This photograph shows a scene from the opening exhibit with photographs on view in the central display case, and the original leather bound boxes on metal bookcases in the background.	MSS0088, Contini-Volterra Photographic Archive, Donor File	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0088-Contini-exhibit-001.jpg	MS0088-Contini-exhibit-001.jpg	Treasure Room|Contini|2015 Exhibits
Metadata/Treasure-Room/contini/MS0088-Contini-letter-1969-001.xml	[Letter to Mr. F. Hamilton Hazelhurst]	1969-10-09	Letters (correspondence)	Contini Bonacossi, Alessandro	Hazlehurst, F. Hamilton (Franklin Hamilton), 1925---Correspondence|Contini Bonacossi, Alessandro--Correspondence	Count Contini-Bonacossi’s nephew and namesake – Alessandro Contini-Bonacossi – was an art historian employed by the Samuel H. Kress Foundation.  He assisted his uncle in assembling and organizing the massive photograph collection – over 50,000 images – that the count used as a visual reference source for his art collecting activities.  In this 1969 letter to Professor Hamilton Hazelhurst, he provides historical background on the collection and describes the work he did on it.	MSS0088, Contini-Volterra Photographic Archive, Donor File	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0088-Contini-letter-1969-001.jpg	MS0088-Contini-letter-1969-001.jpg	Treasure Room|Contini|2015 Exhibits
Metadata/Treasure-Room/contini/MS0088-Contini_Notebook-BOX-321.xml	[Original Contini Catalog]	1934	Archival catalogs			In the early 1930s, Count Alessandro Contini-Bonacossi began assembling a massive photograph collection of European art to guide him in building his growing art collection.  A series of art historians helped organize the photograph collection, sorting the photographs into categories by nation, region, and then by artist name.  This notebook contains the original index of artists included in the research collection and the box numbers where photographs of their work could be found.	MSS0088, Contini-Volterra Photographic Archive, Box 321	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0088-Contini_Notebook-BOX-321.jpg	MS0088-Contini_Notebook-BOX-321.jpg	Treasure Room|Contini|2015 Exhibits
Metadata/Treasure-Room/contini/MS0088-Ilustration_list-BOX-321.xml	[List of Watteau Illustrations, French]	1951	Indexes (reference sources)			This index of paintings by Watteau represents one of the few handwritten documents in the Contini-Volterra Photographic Archive. It was likely written by one of the various scholars who worked on building the collection and would have served as reference material as the researchers organized photographs of works from the French School.	MSS0088, Contini-Volterra Photographic Archive, Box 321	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0088-Ilustration_list-BOX-321.jpg	MS0088-Ilustration_list-BOX-321.jpg	Treasure Room|Contini|2015 Exhibits
Metadata/Treasure-Room/contini/MS0088-Sotheby-Rubens-BOX-321.xml	El Retrato Ecuestre del Duque de Lerma de Pedro Pablo Rubens	1962	Auction catalogs	Sotheby & Co. (London, England)	Auction catalogs--Specimens|Sotheby & Co. (London, England)--Catalogs	This 1961 Sotheby’s auction catalog describes the sale of Ruben’s 1603 painting, “Portrait of the Duke of Lerma on Horseback.”  It is a fine example of an auction catalog, featuring color photographs of the original painting and black and white detail images.  Background on the artist, the creation of the work, and the historical period which produced it are also provided, along with a list of previous owners, exhibition history, and a bibliography of scholarly works on the painting.	MSS0088, Contini-Volterra Photographic Archive, Box 321	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0088-Sotheby-Rubens-BOX-321.jpg	MS0088-Sotheby-Rubens-BOX-321.jpg	Treasure Room|Contini|2015 Exhibits
Metadata/Treasure-Room/contini/MS0088-Valentiner-letter-BOX-321.xml	[Letter from Valentiner]	1948-07-11	Letters (correspondence)	Valentiner, Wilhelm Reinhold, 1880-1958	Rembrandt Harmenszoon van Rijn, 1606-1669	In this 1948 letter, art critic and historian Wilhelm Reinhold Valentiner describes a painting depicted in one of the Contini photographs and attributes the work to Rembrandt van Rijn. This kind of correspondence was valuable to scholars as they grew in their understanding of the artwork and artists represented in collection. With the help of connoisseurs such as Valentiner, scholars working on the project were able to better differentiate original masterpieces from copies of the same work.	MSS0088, Contini-Volterra Photographic Archive, Box 321	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0088-Valentiner-letter-BOX-321.jpg	MS0088-Valentiner-letter-BOX-321.jpg	Treasure Room|Contini|2015 Exhibits
Metadata/Treasure-Room/contini/sc.mss.088.eita.1812.xml	[Madonna and Child Altarpiece]	1900	Clippings (information artifacts)		Altarpieces--Italy|Nuzi, Allegretto, active 14th century	This image is one of the select catalog clippings from the Contini-Volterra Photographic Archive that is in color, as opposed to black and white. The clipping depicts a 14th century Italian altarpiece with the Madonna and Christ child enthroned in the central panel. The exterior panels illustrate scenes from the life of Christ. On the back of this catalog clipping, handwritten notes of a previous scholar attribute the work to Allegretto Nuzi (c.1316-1374).	MSS0088, Contini-Volterra Photographic Archive, Box 13	Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/sc.mss.088.eita.1812.jpg	sc.mss.088.eita.1812.jpg	Treasure Room|Contini|2015 Exhibits
Metadata/Treasure-Room/contini/SC.MSS.088.TITI.0400.xml	Saint Jerome in the Desert	1900	Black-and-white photographs	Anderson, Domenico	Jerome, Saint, -419 or 420--Pictorial works|Deserts in art	Attributed to Domenico Anderson, this black and white photograph is representative of much of the Contini-Volterra Photographic Archive. The work depicts a religious scene with Saint Jerome shown in penance kneeling before a crucifixion-- a common theme of the Italian Renaissance. In the background, a skull and hourglass are visible symbolizing the mortality of man. The painting, dated c.1552, is the work of Titian and housed in the Pinacotecca di Brera in Milan, Italy.	MSS0088, Contini-Volterra Photographic Archive, Box 214	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/sc.mss.088.titi.0400.jpg	sc.mss.088.titi.0400.jpg	Treasure Room|Contini|2015 Exhibits
Metadata/Treasure-Room/contini/SC.MSS.088.TITI.0401.xml	Saint Jerome in the Desert	1900	Black-and-white photographs	Fiorentini, Cav. P.	Jerome, Saint, -419 or 420--Pictorial works|Deserts in art	This photograph, attributed to Cav. P. Fiorentini, is one of the many detail images from the Contini-Volterra Photographic Archive. The work is an excerpt shot of Saint Jerome from Titian’s Saint Jerome in the Desert which hangs in the Pinacotecca di Brera in Milan. In the bottom right corner of the image, we see the sleeping lion that often accompanies depictions of Saint Jerome, a detail that may have gone unnoticed in black and white if not for the close-up image of the painting.	MSS0088, Contini-Volterra Photographic Archive, Box 214	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/sc.mss.088.titi.0401.jpg	sc.mss.088.titi.0401.jpg	Treasure Room|Contini|2015 Exhibits
Metadata/Treasure-Room/contini/SC.MSS.088.VENI.0800.xml	Virgin and Child with Saints Jerome and Catherine (Vittore Carpaccio)	1507	Black-and-white photographs	Carpaccio, Vittore, 1455?-1525?	Religion in art	Formerly housed in the Kaiser Friedrich Museum, Berlin, this painting by Carpaccio depicts the Madonna and Child surrounded by saints Jerome and Catherine. The work represents an effort  of the artist to combine two earlier compositions by Bellini. Unfortunately, Carpaccio’s painting was destroyed in 1945 during WWII. Like several photographs in the Contini-Volterra Photographic Archive, this image is a unique record of the painting's existence.	MSS0088, Contini-Volterra Photographic Archive, Box 196	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/SC.MSS.088.VENI.0800.jpg	SC.MSS.088.VENI.0800.jpg	Treasure Room|Contini|2015 Exhibits
Metadata/Treasure-Room/contini/SC.MSS.088.VENI.1602.xml	Madonna and Child in a Landscape (Giovanni Bellini)	1490	Black-and-white photographs	Bellini, Giovanni, -1516	Religion in art	This photograph depicts a painting created by the workshop of Giovanni Bellini. Scholarly notes on the back of the photograph, along with a Kress Collection stamp, indicate that the work is one of the many paintings which originally formed the Samuel H. Kress Collection.  Information, such as this, found on the backs of the Contini photographs continues to prove beneficial to researchers working on the collection today.	MSS0088, Contini-Volterra Photographic Archive, Box 202	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/SC.MSS.088.VENI.1602.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/sc.mss.088.veni.1602-Back_text.jpg	SC.MSS.088.VENI.1602.jpg|sc.mss.088.veni.1602-Back_text.jpg	Treasure Room|Contini|2015 Exhibits
Metadata/Treasure-Room/Curiosities/20150417SG012.xml	[Mesopotamian Signature Seal]	-0599	Seals (artifacts)			This agate Mesopotamian signature seal of two lions attacking a deer was created about 600 B.C.E. It has a hole drilled through its length so that it could be worn on a string or pin. These types of seals are often engraved with a design so that when they were rolled out on clay they would leave a back-to-front impression of the design in relief. They were used as an administrative tool, a form of signature, as well as jewelry and as magical amulets.	MSS0412, James G. Stahlman Historical Autograph Collection	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/20150417SG012.jpg	20150417SG012.jpg	Treasure Room|Curiosities|2015 Exhibits
Metadata/Treasure-Room/Curiosities/20150417SG017.xml	[Piece of the Deck of the U.S.S. Maine]	1895	Fragments		Maine (Battleship No. 10)	This is a section of the deck of the U.S.S. Maine which was sunk in Havana Harbor, Cuba, on February 15, 1898, as a result of an explosion in the forward part of the ship. Speculation continues as to what really caused the Maine to explode that evening, whether it was a naval mine, a fire in the coal bunker or a deliberate attack by the Spanish. “Remember the Maine” was used as a rallying cry as the U.S. entered into what would become the Spanish-American War.	MSS0412, James G. Stahlman Historical Autograph Collection	Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/20150417SG017.jpg	20150417SG017.jpg	Treasure Room|Curiosities|2015 Exhibits
Metadata/Treasure-Room/Curiosities/20150417SG018-019.xml	Un Souvenir de la Famille Bourbon	1814	Relics|Scrapbooks|Human hair		Bourbon, House of|Nobility--France--Biography	This rare and historically important album contains objects, mostly locks of hair, belonging to members of the Bourbon royal family of France assembled during the era of the Restoration (1814-30). Snippets of hair, here treated almost as holy relics, were the most common objectified form of sentimental remembrance in nineteenth-century Europe. The objects were collected by Madame de Clérambault, lady-in-waiting to the Duchess of Berry, daughter-in-law of King Charles X (reigned 1824-30).	Nettie Hale Rand Collection of Fine Bindings and Printing, DC36.8 .B7 S68	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/20150417SG018.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/20150417SG019.jpg	20150417SG018.jpg|20150417SG019.jpg	Treasure Room|Curiosities|2015 Exhibits
Metadata/Treasure-Room/Curiosities/20150417SG020-021.xml	[Butterflies]	1920	Papilionoidea (superfamily)			Butterfly or insect collecting became popular during the Victorian age as a respectable hobby among the growing middle class. Scientific collecting of butterflies and other natural specimens had been a popular venture as natural history museums and universities maintained collections for study by specialists. Amateur collectors often mounted their collections for display as in this arrangement of butterflies.	Memorabilia Collection	Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/20150417SG020.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/20150417SG021.jpg	20150417SG020.jpg|20150417SG021.jpg	Treasure Room|Curiosities|2015 Exhibits
Metadata/Treasure-Room/Curiosities/MS0277-Wesley_Relics-B02-1a-1b.xml	[Piece of John Wesley's Bedding]	1750	Relics		Wesley, John, 1703-1791	John Wesley (1703-1791) was an Anglican theologian who is credited with helping to found the evangelical movement called Methodism. These scraps of fabric are said to be from the bed on which John Wesley died. After Wesley’s death, personal items, clothing and other materials associated with him were coveted as relics of his holiness. Relics of religious figures are often revered by the faithful and thought to be imbued with special powers.	MSS0277, William McKendree Papers, Box 2	Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0277-Wesley_Relics-B02-1a.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0277-Wesley_Relics-B02-1b.jpg	MS0277-Wesley_Relics-B02-1a.jpg|MS0277-Wesley_Relics-B02-1b.jpg	Treasure Room|Curiosities|2015 Exhibits
Metadata/Treasure-Room/Curiosities/MS0827-SC-Restos_del_USS_Maine-Habana-1900.xml	[USS Maine near Habana]	1900	Chromolithographs	Detroit Photographic Co.	Maine (Battleship No. 10)--Pictorial works	A Chromolithographic image of the USS Maine as it sat in Havana, Cuba harbor after it was sank. "Restos del U.S.S. Maine Habana."	MSS0827, Howard Gottlieb and William H. Jackson Collection	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0827-SC-Restos_del_USS_Maine-Habana-1900.jpg	MS0827-SC-Restos_del_USS_Maine-Habana-1900.jpg	Treasure Room|Curiosities|2015 Exhibits
Metadata/Treasure-Room/Firsteditions/Member_of_the_Wedding-C_McCullers-1946.xml	The Member of the Wedding	1946	Books	McCullers, Carson, 1917-1967|Houghton Mifflin Company	Race relations--Southern States--Fiction|Sex role in children--Fiction|Tomboys--Fiction	Carson McCullers (1917-1967) wrote eight books, The Member of the Wedding being among one of the most notable. Her writing is often described as Southern Gothic and is reflective of her southern roots. This story captures a young girl's feelings at her brother's wedding. It was turned into a play and had a successful Broadway run in 1950–51. This first-edition copy has McCuller's presentation inscription to Bob [Robert Linscott, editor at Houghton Mifflin] on the title page.	Southern Civilization Collection, PS3525 .A1772 M4 1946	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/Member_of_the_Wedding-C_McCullers-1946.jpg	Member_of_the_Wedding-C_McCullers-1946.jpg	Treasure Room|Firsteditions|2015 Exhibits
Metadata/Treasure-Room/Firsteditions/SC-Poems_by_JD-Donne-1633.xml	Poems, with Elegies on the Author's Death	1633	Books	Donne, John, 1572-1631|Marriott, John, active 1616-1657		This 1633 edition of Poems, with Elegies on the Author's Death (also known as Poems by J.D.) is the first collected volume of John Donne’s poetry and the most authentic of all the early editions of his works. Donne (1572-1631) was an Oxford University-educated cleric, poet and lawyer who is considered among the pre-eminent poets of the metaphysical style.	Nettie Hale Rand Collection of Fine Bindings and Printing, PR2245 .A1 1633	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/SC-Poems_by_JD-Donne-1633.jpg	SC-Poems_by_JD-Donne-1633.jpg	Treasure Room|Firsteditions|2015 Exhibits
Metadata/Treasure-Room/Firsteditions/SC-Poems_Chiefly_in_the_Scottish_Dialect-Burns-1787-01-front_cover-AB.xml	Poems, Chiefly in the Scottish Dialect (Fine Binding Edition)|Poems Chiefly Scottish	1787	Books|Fine press books	Burns, Robert, 1759-1796|Creech, William, 1745-1815|Bayntun, George, 1873-1940		This is a first edition of Robert Burns’ 1787 book Poems, Chiefly in the Scottish Dialect finely bound by George Bayntun Bindery in England. The binding is full crushed dark blue levant leather with raised bands, gilt tooled panels enclosing thistle design in red and green. The front cover has an inlaid oval hand-painted miniature on ivory of Robert and Mary Burns, surrounded with eighty-nine pearls and two semi-precious stones, all enclosed by the thistle design tooled in gilt.	Nettie Hale Rand Collection of Fine Bindings and Printing, PR4300 1787 .E3	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/SC-Poems_Chiefly_in_the_Scottish_Dialect-Burns-1787-01-front_cover-AB.jpg	SC-Poems_Chiefly_in_the_Scottish_Dialect-Burns-1787-01-front_cover-AB.jpg	Treasure Room|Firsteditions|2015 Exhibits
Metadata/Treasure-Room/Firsteditions/SC-Poems_Chiefly_in_the_Scottish_Dialect-Burns-1787.xml	Poems, Chiefly in the Scottish Dialect	1787	Books	Burns, Robert, 1759-1796|Creech, William, 1745-1815		Robert Burns’ 1787 book of poetry Poems, Chiefly in the Scottish Dialect was published by William Creech, to whom Burns sold his copyright for the work for 100 guineas. Burns is regarded as a pioneer of the Romantic Movement, and was a great source of inspiration to the founders of both liberalism and socialism. His poem “Auld Lang Syne” has become synonymous with New Year’s Eve, called “Hogmanay” in Scotland.	Sevier Collection, PR4300 1787 .E3	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/SC-Poems_Chiefly_in_the_Scottish_Dialect-Burns-1787.jpg	SC-Poems_Chiefly_in_the_Scottish_Dialect-Burns-1787.jpg	Treasure Room|Firsteditions|2015 Exhibits
Metadata/Treasure-Room/Firsteditions/Their_Eyes-Zora_Hurston-1937.xml	Their Eyes Were Watching God	1937	Books	Hurston, Zora Neale|J.B. Lippincott Company	African American women--Fiction	Zora Neale Hurston (1891-1960) published four novels and more than 50 short stories, plays, and essays. She is best known for her 1937 novel Their Eyes Were Watching God, which she wrote while in Haiti doing fieldwork in anthropology. This novel is considered her masterwork and the height of her literary career. It is the story of Janie Crawford, an African American woman living in Central Florida during the first half of the 20th century.	Southern Civilization Collection, PS3515 .U789 T639 1937	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/Their_Eyes-Zora_Hurston-1937.jpg	Their_Eyes-Zora_Hurston-1937.jpg	Treasure Room|Firsteditions|2015 Exhibits
Metadata/Treasure-Room/Incunabula/03-Book_of_Hours-1480-Rand.xml	[Horae Beatae Virginis Mariae ad usum Romanum]|Book of Hours	1480	Books of hours	Catholic Church	Books of hours--Texts--Early works to 1800|Catholic Church--Prayers and devotions	Medieval books of hours act as windows on the daily lives of laypeople, revealing the extent to which religion structured their lives and hinting at the individual book owner’s devotional preferences. A book of hours includes the Hours of the Virgin, prayers and readings on the Virgin’s mercy and our own sinfulness, at each canonical hour. A French woman had a hand in personalizing this book of hours, adding a French poem on the life of St. Margaret, the patron saint of pregnant women, to supplement the standard Latin prayers.	Nettie Hale Rand Collection of Fine Bindings and Printing, BX2080 .C37 1480	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/03-Book_of_Hours-1480-Rand.jpg	03-Book_of_Hours-1480-Rand.jpg	Treasure Room|Incunabula|2015 Exhibits
Metadata/Treasure-Room/Incunabula/Leaf-M-08-AB.xml	[Manuscript Latin Bible, Leaf 08]	1290	Incunabula|Bibles	Catholic Church		Compact one-volume Bibles were a thirteenth-century Parisian specialty, crafted to answer the needs of clerics, monks, and students. Paris was the place to study theology in the Middle Ages. This leaf is from a fine Paris Bible that was used by a succession of readers, some of whom added tiny, precisely written notes that have faded to pale tan but are still visible in the margins. This is a correction by a later owner, who supplied a line the original scribe carelessly skipped over.	MSS0640, Sam Fleming Illuminated Medieval Manuscript and Early Printing Collection, Box 1, Folder 8	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/Leaf-M-08-AB.jpg	Leaf-M-08-AB.jpg	Treasure Room|Incunabula|2015 Exhibits
