Exhibit Category	Exhibit Subcategory (if applicable)	Image Filename	XML Filename	Artist Name	Active Dates	Publication Date	Creation Date	Format	Donor	Location	Rights	Description
Satellite-Music		20150417SG044.jpg	20150417SG044.xml	Introduction to Stereo	Wiener Staatsoper. Orchester, Deutschmeister Band, Royal Philharmonic Orchestra, Ferrante and Teicher, Westminster Recording Co.	-	1958	Long-playing records	Music Library, LP MUS-LP 3517	Anne Potter Wilson Music Library	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	Stereo sound was introduced to the commercial market in 1958. This LP offers listeners a wide variety of selections designed to expose them to the full benefits of stereo, including orchestral works, works for organ, and even sound effects.
Satellite-Music		20150417SG045.jpg	20150417SG045.xml	Schubert: The Complete Piano Sonatas	Badura-Skoda, Paul, Schubert, Franz, 1797-1828, Lambert, Saul, RCA Records	-	1971	Record covers, Long-playing records	Music Library	Anne Potter Wilson Music Library	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	This album cover is a representative example of cover art for classical music produced during the 1970s. The cover is by Saul Lambert, and it is based on a detail of Kupelwieser's famous painting, "Party Game of the Schubertiads."
Satellite-Music		20150417SG046.jpg	20150417SG046.xml	Bernstein Conducts Copland, Inscape: Connotations, for Orchestra	Bernstein, Leonard, 1918-1990, Copland, Aaron, 1900-1990, New York Philharmonic, Columbia Records, Inc.	-	1970	Tape reels	Music Library, Annex, LP MUS-B 256	Anne Potter Wilson Music Library	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	First used for commercial recordings by Bing Crosby, reel-to-reel tape became the preferred recording medium for artists across all genres of music. The analog magnetic recording remained dominant until the development of digital audio technology
Satellite-Music		20150417SG047.jpg	20150417SG047.xml	Blue Train: John Coltrane	Coltrane, John, 1926-1967, Morgan, Lee, 1938-1972, Fuller, Curtis, 1934-, Drew, Kenny, Chambers, Paul, 1935-1969, Jones, Philly Joe, Blue Note (Firm)	1985	1957-09-15	Record covers, Compact discs	Music Library, CD MUS-5789	Anne Potter Wilson Music Library	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	Album cover art played an important role in the marketing of sound recordings. The pensive image of John Coltrane from the cover of Blue Train is an iconic example of the lasting power of cover art, as this image continues to speak to current and future generations of jazz enthusiasts.”
Satellite-Music		20150417SG048.jpg	20150417SG048.xml	Born in the U.S.A.	Springsteen, Bruce, Columbia Records, Inc.	-	1984	Compact discs	Music Library, CD MUS-6059	Anne Potter Wilson Music Library	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	Bruce Springsteen's "Born in the U.S.A." was the first full-length album released on compact disc in the United States.
Satellite-Music		20150417SG049.jpg	20150417SG049.xml	[Silvertone Recording Wire]		-	1950-1955	Wire recordings	Music Library	Anne Potter Wilson Music Library	Copyright; licensed to Vanderbilt University	Wire recordings are analog magnetic recordings made on steel or stainless steel wire. Although developed before 1900, they only enjoyed a relatively short period of wide popularity, utilized primarily between 1946 and 1954, until magnetic tape became the preferred format.
Satellite-Music		20150417SG051.jpg	20150417SG051.xml	Ballet Music from Faust, Part 2	Edison Concert Band, National Phonograph Company	-	1907	Cylinder phonographs (phonographs)	Item on loan from Middle Tennessee State University, Center for Popular Music	Middle Tennessee State University, Center for Popular Music	Public Domain	Developed in 1902, the Edison Gold Moulded Cylinder was a significant advancement in recording technology. Rather than relying on inconsistent dubbing techniques, this technique created a metal mold from the original recording. A blank brown cylinder was inserted and heated, resulting in precise reproduction.
Satellite-Music		20150417SG052.jpg	20150417SG052.xml	Hit of the Week: What's the Use: Fox Trot	Jones, Isham, 1894-1956, Newman, Charles, 1901-1978, Spitalny, Phil, 1890-1970, Coty, Bill, Phil Spitalny's Music, Hit of the Week (Sound recording label), Durium (Record company)	-	1930	78 rpm records	Music Library, 78RPM MUS-83	Anne Potter Wilson Music Library	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	While shellac and vinyl are commonly associated with sound recordings, other types of materials were sometimes used in their manufacture. This 78 rpm is made of cardboard. Designed to be played only once, cardboard recordings could be made cheaply and quickly and were often featured on cereal boxes.
Satellite-Music		20150417SG053.jpg	20150417SG053.xml	Uncle Josh Buys a Victrola; Opera at Pun'kin Center	Stewart, Cal, 1856-1919, Victor Talking Machine Company	-	1919	78 rpm records	Music Library, 78RPM MUS-83	Anne Potter Wilson Music Library	Public Domain	The Victor Talking Company was a major competitor to Edison. Founded in 1901, Victor took the lead in promoting classical music by recording Enrico Caruso, Jascha Heifetz, Fritz Kreisler, Sergei Rachmaninoff and other stars on its distinctive “Red Seal” label. This example highlights another lucrative market for Victor – vaudeville and comedy. This acoustic 78 features the popular “Uncle Josh.”
Satellite-Music		20150417SG055.jpg	20150417SG055.xml	Sand Dunes: One-Step, I'm Sorry I Made You Cry: Jazz Fox Trot	All-Star Trio, Gay, Byron, Ken Fuller's Famous Jazz Band, Edison	-	1919	Sound recordings	Music Library, 78RPM MUS-63	Anne Potter Wilson Music Library	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	This is an analog recording marketed as the Edison Diamond Disc. The disc rotates at 80 rpm, reflecting non-standardized recording practices common in the early 20th century.
Satellite-Music		20150417SG058.jpg	20150417SG058.xml	Sgt. Pepper's Lonely Hearts Club Band	Beatles, Capitol Records, Inc.	-	1967	Long-playing records	Music Library, Vault, LP MUS-LP 3318	Anne Potter Wilson Music Library	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	The Beatles' Sgt. Pepper's Lonely Hearts Club Band serves as a fine example of the role that album cover art and supplemental materials served to aid in marketing the music. While the album cover itself is distinctive, Sgt. Pepper also included paper cut-outs for added value.
Satellite-Music		20150417SG060.jpg	20150417SG060.xml	The Bristol Sessions, 1927-1928: The Big Bang of Country Music	Carter Family (Musical group), Rodgers, Jimmie, 1897-1933, Bear Family Records (Firm)	2011	1927-1928	Compact discs	Music Library, CD MUS-15000	Anne Potter Wilson Music Library	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	Box sets often cater to very specific audiences. This set features the Bristol Sessions of 1927-28, seminal recordings that played a key role in the marketing of country music.
Satellite-Music		20150417SG062.jpg	20150417SG062.xml	The Smile Sessions: Box Set	Beach Boys, Wilson, Brian, 1942-, Capitol Records, Inc.	2011	1965-1967	45 rpm records, Long-playing records, Compact discs	Music Library, CD MUS-16791	Anne Potter Wilson Music Library	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	This deluxe edition box set allows users to experience the music of the Beach Boys on three different formats: remastered CD recordings, 33 1/3 long-playing records, and 7" singles.
Satellite-Music		20150417SG063.jpg	20150417SG063.xml	Alex Steinweiss: The Inventor of the Modern Album Cover	Reagan, Kevin, Taschen (Firm)	2011	-	Books	Music Library, Stacks, NC1883.3 .S74 R43 2011	Anne Potter Wilson Music Library	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	Entire books are dedicated to the art of the album cover. Perhaps the greatest influence on the modern album cover was the work of Alex Steinweiss, whose colorful graphics played a major role in the marketing of Columbia Record Company’s new long-playing record format.
Satellite-Music		20150417SG065.jpg	20150417SG065.xml	Alan Lomax in Haiti, Haiti recordings	Lomax, Alan, 1915-2002, Lyttleton, Elizabeth, Polinice, Révolie, Harte Recordings (Firm)	2009	1936-1937	Field recordings, Sound recordings	Music Library, CD MUS-12888	Anne Potter Wilson Music Library	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	This sumptuous box set features remastered field recordings collected by Alan Lomax for the Library of Congress between 1936 and 1937. In addition to the recordings, the set includes facsimile reproductions of a tourist map with Lomax's annotations, his Haitian Diary, and a photograph.
Satellite-Music		EdisonRecords1903Ad.jpg	EdisonRecords1903Ad.xml	[Advertisement for The Edison Phonograph]	Thomas A. Edison, Inc., National Phonograph Company	-	1903	Advertisements, Digital images	Online resource, available via Wikimedia Commons: https://commons.wikimedia.org/wiki/File:EdisonRecords1903Ad.jpg	Wikimedia Commons	Public Domain	Edison Record ad, showing cylinder and phonograph.
Satellite-Music		levy-154a.038.jpg	levy-154a.038.xml	They Start the Victrola (And Go Dancing Around the Floor)	Abrahams, Maurice, Clarke, Grant	-	1914	Sheet music	Item borrowed from: Johns Hopkins University. Sheridan Libraries Special Collections, Lester S. Levy Sheet Music Collection, Box 154, Item 38	Johns Hopkins University. Sheridan Libraries Special Collections	Public Domain	Sheet music for song "They Start the Victrola (and go dancing around the floor)" written by Grant Clarke and composed by Maurice Abrahams in 1914.
Satellite-Peabody		PC-Black_and_White-Arkin-1956-01-A.jpg, PC-Black_and_White-Arkin-1956-01-B.jpg, PC-Black_and_White-Arkin-1956-02.jpg, PC-Black_and_White-Arkin-1956-03-A.jpg, PC-Black_and_White-Arkin-1956-03-B.jpg, PC-Black_and_White-Arkin-1956-04.jpg	PC-Black_and_White-Arkin-1956-01-02-03-04.xml	Black and White: a Song that is a Story about Freedom to Go to School Together	Arkin, David	1966	-	Children's books	Southern Civilization Collection, PZ8.3 .A59 Bl	Vanderbilt University Special Collections	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	Musician David Arkin wrote the song "Black & White" in response to the Supreme Court's ruling in the Brown vs. Board of Education case.  Ten years later, Arkin published a children's book combining his original lyrics with powerful illustrations to depict the effect this ruling had on American society.
Satellite-Peabody		PC-Henry's_Freedom_Box-Levine_Nelson-2007.jpg	PC-Henry's_Freedom_Box-Levine_Nelson-2007.xml	Henry's Freedom Box	Levine, Ellen, Nelson, Kadir, Scholastic Press	2007	-	Children's books	Peabody Library, PZ7 .L57833 Hen 2007	Peabody Library	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	The depiction of slavery in children's literature evolved throughout the 20th century. In Henry's Freedom Box, Henry, a southern slave, enlists the help of a White abolitionist, Dr. Smith, to help him reach freedom in the North.
Satellite-Peabody		PC-Japanese_Tales_and_Legends-McAlpine-1959-01.jpg, PC-Japanese_Tales_and_Legends-McAlpine-1959-02.jpg	PC-Japanese_Tales_and_Legends-McAlpine-1959-01-02.xml	Japanese Tales and Legends	McAlpine, Helen, McAlpine, William, Kiddell-Monroe, Joan, Henry Z. Walck	1959	-	Children's books	Peabody Library, PZ8.1 .M12 Jap 1959	Peabody Library	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	Joan Kiddell-Monroe's beautiful illustrations accompany a collection of Japanese folktales compiled and translated by Helen and William McAlpine for Oxford University Press. Kiddell-Monroe's illustrations emulate the style and technique of traditional Japanese art.
Satellite-Peabody		PC-Marisol_McDonald_Doesn't_Match-Brown-2011.jpg	PC-Marisol_McDonald_Doesn't_Match-Brown-2011.xml	Marisol McDonald Doesn't Match, Marisol McDonald No Combina	Brown, Monica, 1969-, Palacios, Sara, Domínguez, Adriana, Children's Book Press	2011	-	Children's books	Peabody Library, PZ73 .B68564 2011	Peabody Library	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	Marisol McDonald is no ordinary girl. She has brown skin, red hair, and is a soccer-playing pirate- princess. As a biracial child with a diverse group of friends, Marisol is truly a modern day American kid.
Satellite-Peabody		PC-Mei_Li-Handforth-1938-01.jpg, PC-Mei_Li-Handforth-1938-02.jpg	PC-Mei_Li-Handforth-1938-01-02.xml	Mei Li	Handforth, Thomas, 1897-1948, Doubleday, Doran & Company	1938-1939	-	Children's books	Peabody Library, PZ7 .H192 Me 1938	Peabody Library	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	Mei Li, honored as one of the first Caldecott winners, tells the story of a young Chinese girl out to prove to her brother that anything he can do, she can do better.  Thomas Handforth's work at the time challenged not only traditional gender roles, but introduced readers to a culture many were previously unfamiliar with.
Satellite-Peabody		PC-Muhammad-Demi-2003-A.jpg, PC-Muhammad-Demi-2003-B.jpg	PC-Muhammad-Demi-2003-A-B.xml	Muhammad	Demi, Margaret K. McElderry Books (Firm)	2003	-	Children's books	Peabody Library, BP75 .D37 2003	Peabody Library	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	Unlike the depiction of Jesus Christ, a figure portrayed frequently in children's literature, this is the first time the Prophet Muhammad has been depicted in a children's book.  Respecting the Islamic tradition of never portraying the prophet with a body and face, Demi shares the story of Muhammad in a manner that is both informative and respectful.
Satellite-Peabody		PC-Our_Rice_Village_in_Cambodia-Tooze-1963.jpg	PC-Our_Rice_Village_in_Cambodia-Tooze-1963.xml	Our Rice Village in Cambodia	Tooze, Ruth, Keats, Ezra Jack, Viking Press	1963	-	Children's books	Peabody Library, PZ9 .T557 Ou	Peabody Library	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	A pioneer in depicting multiculturalism in children's literature, Ezra Jack Keats provided the illustrations to this story about the everyday life of a young boy and his family in Cambodia. This book was released shortly after Keats' groundbreaking, Caldecott Award winning book, The Snowy Day.  The publication of this book coincides with the U.S. military's involvement in Southeast Asia.
Satellite-Peabody		PC-Pedro_El_Angel_de_la_Calle_Olvera-1961.jpg	PC-Pedro_El_Angel_de_la_Calle_Olvera-1961.xml	Pedro, the Angel of Olvera Street	Politi, Leo, 1908-1996	1946-1961	-	Children's books	Peabody Library, PZ7 .P753 Pe 1946	Peabody Library	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	Inspired by the residents of downtown Los Angeles, Leo Politi created the character of Pedro, the Angel of Olvera Street.  Politi's book portrays the Mexican American culture which influenced his own development as an artist.
Satellite-Peabody		PC-The_Adventures_of_Huckleberry_Finn-1933-01.jpg, PC-The_Adventures_of_Huckleberry_Finn-1933-02.jpg, PC-The_Adventures_of_Huckleberry_Finn-1933-03.jpg	PC-The_Adventures_of_Huckleberry_Finn-1933-01-02-03-04.xml	The Adventures of Huckleberry Finn	Twain, Mark, 1835-1910, Kemble, E. W. (Edward Windsor), 1861-1933, Limited Editions Club	1933	-	Children's books	Sevier Collection, PS1305 .A1 1933	Vanderbilt University Special Collections	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	One of the most revered and controversial novels in American literature, The Adventures of Huckleberry Finn tells the exploits of young Huck Finn and his companion Jim. Most of the controversy related to the novel revolves around the issue of race. As depicted in E.W. Kemble's drawings from this 1904 version of the novel, Jim is portrayed in a foolish manner, reminiscent of a minstrel show character.
Satellite-Peabody			PC-The_Olde_Irishe_Rimes_of_Brian_O'Linn-01-02.xml	The Olde Irishe Rimes of Brian O'Linn	Praeger, S. Rosamond (Sophia Rosamond), 1867-1954, Macmillan & Co.	1901	-	Children's books, Nursery rhymes	Peabody Library, GR153.5 .P734 1904	Peabody Library	Public Domain	Irish culture is synonymous with folksongs and storytelling. The story of Brian O'Linn is an example of how the Irish preserved their culture through oral dissemination.  S. Rosamond Praeger provides a  literary interpretation of this famous story, continuing its preservation for future generations.
Satellite-Peabody		PC-The_Tar_Baby-Harris-1904-01.jpg, PC-The_Tar_Baby-Harris-1904-02.jpg	PC-The_Tar_Baby-Harris-1904-01-02.xml	The Tar-Baby, and Other Rhymes of Uncle Remus	Harris, Joel Chandler, 1848-1908, Kemble, E. W. (Edward Windsor), 1861-1933, Frost, A. B. (Arthur Burdett), 1851-1928, D. Appleton and Company	1904	-	Children's books	Southern Civilization Collection, PS1807 .T3 1904	Vanderbilt University Special Collections	Public Domain	Although considered two of the most iconic figures in American literature, Tar Baby and Uncle Remus are also two of the most controversial.  These characters originate in African American folklore, documented by Joel Chandler Harris in the post-Civil War Era.  While controversial, these stories are a vital part of early American culture.
Satellite-Peabody		PC-Three_Golden_Oranges-Boggs_Davis-1964.jpg	PC-Three_Golden_Oranges-Boggs_Davis-1964.xml	Three Golden Oranges : and Other Spanish Folk Tales	Boggs, Ralph Steele, 1901-1994, Davis, Mary Gould, 1882-1956, Brock, Emma L. (Emma Lillian), 1886-1974, David McKay Company	1936-1964	-	Books	Peabody Library, PZ8.1 .B59 Th 1964	Peabody Library	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	A collection of Spanish folktales, this book was first published during the Spanish Civil War. The illustrations in this book depict the Spanish characters in traditional garb, such as the mantilla worn by the woman on the far right.
Templates			template.xml			-	-				Copyright maintained by Vanderbilt University Special Collections
Treasure-Room	Artist books	20150417SG022.jpg, 20150417SG023.jpg, 20150417SG024.jpg	20150417SG022-023-024.xml	Not Paper	Thomas, Peter (Peter R.), Thomas, Donna (Donna Sue), Peter & Donna Thomas (Firm)	2010	-	Artists' books (books)	Sevier Collection, TS 1124 .T465 2010	Vanderbilt University Special Collections	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	Over the centuries, a variety of materials have been used to create books and documents. Here, artists Peter and Donna Thomas examine some of the types of paper-like materials that have been used, including amate (Mexican bark paper), birch bark, parchment (treated animal skins), papyrus (plant-based paper originating in Egypt), tapa (bark cloth from the Pacific islands), Tyvek (polyethylene fiber paper) and even a wasp nest. Part historical reference and part artists' book, the accordion style letterpress volume features tipped in samples of the materials on handmade paper.
Treasure-Room	Artist books	20150417SG025.jpg, 20150417SG026.jpg, 20150417SG027.jpg	20150417SG025-026-027.xml	The Quilts of Gee's Bend	Shattuck, Carolyn, Shattuck Studio (Firm)	-	2011	Artists' books (books)	Southern Civilization Collection, N7433.4 .S438 Q55 2011	Vanderbilt University Special Collections	Copyright; licensed to Vanderbilt University courtesy of the artist	Carolyn Shattuck created this book in the form of a rotating ring flexagon--a movable construction of six hinged tetrahedrons. The twenty-four surfaces of the flexagon bear reproductions of quilt designs. The artist honors the African American women of Wilcox County, Alabama, who made these remarkable works of art. These quilters improvised on established designs to create unique designs using materials such as old clothes, cornmeal sacks, denim jeans and fabrics that were to their liking.
Treasure-Room	Artist books	Daily_Bread-Amy_Pirkle-2006.jpg	Daily_Bread-Amy_Pirkle-2006.xml	Daily Bread	Pirkle, Amy, Perkolator Press	2006	-	Artists' books (books)	Southern Civilization Collection, N7433.4 .P544 D35 2006	Vanderbilt University Special Collections	Copyright; licensed to Vanderbilt University courtesy of the artist	Amy Pirkle is a book artist and letterpress printer in Tuscaloosa, Alabama, who established the Perkolator Press in 2005. Relationships, time, and memory are common themes in her works. In a celebration of southern culture and cuisine, Pirkle has written a poem about her grandmother and the bread she bakes and illustrated the book with images familiar to all who have experienced the glory of homemade bread. It is letterpress printed from metal types and linoleum blocks on Nideggen mould made paper.
Treasure-Room	Artist books	Sky_and_Earth-Claire_Van_Vliet-1973.jpg	Sky_and_Earth-Claire_Van_Vliet-1973.xml	Sky and Earth: Variable Landscape	Van Vliet, Claire, Janus Press	1973	-	Artists' books (books)	Sevier Collection, NK8553.5 .V35 A68 1973	Vanderbilt University Special Collections	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	The influence of place has played a large role in the work of artist Claire Van Vliet, who moved to rural Vermont in 1966 and founded Janus Press. Here, Van Vliet allows viewers to create their own “landscape” by combining unbound die–cut colored Navajo paper and acetate. Artists' books often push at the boundaries of what we call a book in their structure, materials and purpose. In Earth and Sky, Van Vliet asks viewers to rethink their definition of the form.
Treasure-Room	Commemorative volumes	1 Millionth vol-300ppi.jpg	1 Millionth vol-300ppi.xml	Liber Chronicarum, Registrum Huius Operis Libri Cronicarum cu[m] Figuris et Ymag[in]ibus ab Inicio Mu[n]di, Nuremberg Chronicle	Schedel, Hartmann, 1440-1514	1493-07-12	-	Incunabula	Sevier Collection, CE57 .S3 1493	Vanderbilt University Special Collections	Public Domain	The Nuremberg Chronicle is an outstanding achievement among early printing. Anton Koberger printed the work with cast-lead moveable type and like most of the earliest printers, he copied some of the conventions current in hand-written books. Koberger combined the moveable type with woodcut illustrations, which were provided by the shop where the young Albrecht Dürer worked. This is the library's one millionth volume, presented by Jesse E. Wills, VU '22, on June 2, 1966.
Treasure-Room	Commemorative volumes	3 Millionth vol-300ppi.jpg	3 Millionth vol-300ppi.xml	Monuments Anciens du Mexique: Palenqué et Autres Ruines de L'ancienne Civilisation du Mexique	Brasseur de Bourbourg, abbé, 1814-1874	1866	-	Books	Sevier Collection, F1435.1 .P2 B8	Vanderbilt University Special Collections	Public Domain	This rare volume on the ruins at Palenque, a seventh-century Maya city-state in Southern Mexico, serves as an important reference for Maya language, history and culture. Waldeck added a bit of poetic license to some illustrations, depicting Maya carvings and glyphs in a style akin to Greek antiquities, and even included a fanciful Maya hieroglyph of an elephant. This was a nod to his patrons, who believed Egyptians or Babylonians had built the grand Maya cities and that Old World animals once inhabited Mesoamerica. The book was donated by Betsy Wills VU `89 and W. Ridley Wills, III in 2004 as the library’s third millionth volume.
Treasure-Room	Commemorative volumes	CRW_2258.jpg	CRW_2258.xml	Journal of the Proceedings of the Congress, Held at Philadelphia, September 5, 1774	United States. Continental Congress, Bradford, William, 1719-1791	1774-09-05-1774-10-26	-	Legislative records	Sevier Collection, J10 .74 1774	Vanderbilt University Special Collections	Public Domain	The Journal of the Proceedings of the Congress of 1774 was the second millionth volume in the Vanderbilt Library and was donated by Irene and W. Ridley Wills II, VU `56 in 1992. This is the first issue of the first official journal of the Continental Congress which sat at Carpenter’s Hall in Philadelphia, Pennsylvania, from September 5 to October 26, 1774.
Treasure-Room	contini	MS0088-Christies_Catalog-BOX-321.jpg	MS0088-Christies_Catalog-BOX-321.xml	Catalogue of an Important Group of Gothic Tapestries and Embroideries from a Famous Continental Source	Christie, Manson & Woods International Inc.	-	1931	Auction catalogs	MSS0088, Contini-Volterra Photographic Archive, Box 321	Vanderbilt University Special Collections	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	Before the age of internet auctions, art collectors relied on print catalogs from major auction houses to discover new works for their collections or galleries.  This Christie’s catalog from 1931 provides illustrations of works to be auctioned along with background information on the artist and the period in which the work was produced.  Such catalogs are essential reference sources for art historians who are tracing the historical ownership of a work of art.
Treasure-Room	contini	MS0088-Contini-exhibit-001.jpg	MS0088-Contini-exhibit-001.xml	[Photograph from Cohen Exhibit]		-	1969-10-01-1969-10-31	Color photographs	MSS0088, Contini-Volterra Photographic Archive, Donor File	Vanderbilt University Special Collections	Public Domain	In 1969, History of Art Professor Hamilton Hazelhurst was contacted by the Samuel H. Kress Foundation about the availability of an extensive photograph collection of European art objects spanning nine centuries. In October 1969, the Contini-Volterra Photographic Archive arrived at Vanderbilt. This photograph shows a scene from the opening exhibit with photographs on view in the central display case, and the original leather bound boxes on metal bookcases in the background.
Treasure-Room	contini	MS0088-Contini-letter-1969-001.jpg	MS0088-Contini-letter-1969-001.xml	[Letter to Mr. F. Hamilton Hazelhurst]	Contini Bonacossi, Alessandro	-	1969-10-09	Letters (correspondence)	MSS0088, Contini-Volterra Photographic Archive, Donor File	Vanderbilt University Special Collections	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	Count Contini-Bonacossi’s nephew and namesake – Alessandro Contini-Bonacossi – was an art historian employed by the Samuel H. Kress Foundation.  He assisted his uncle in assembling and organizing the massive photograph collection – over 50,000 images – that the count used as a visual reference source for his art collecting activities.  In this 1969 letter to Professor Hamilton Hazelhurst, he provides historical background on the collection and describes the work he did on it.
Treasure-Room	contini	MS0088-Contini_Notebook-BOX-321.jpg	MS0088-Contini_Notebook-BOX-321.xml	[Original Contini Catalog]		-	1934-1969	Archival catalogs	MSS0088, Contini-Volterra Photographic Archive, Box 321	Vanderbilt University Special Collections	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	In the early 1930s, Count Alessandro Contini-Bonacossi began assembling a massive photograph collection of European art to guide him in building his growing art collection.  A series of art historians helped organize the photograph collection, sorting the photographs into categories by nation, region, and then by artist name.  This notebook contains the original index of artists included in the research collection and the box numbers where photographs of their work could be found.
Treasure-Room	contini	MS0088-Ilustration_list-BOX-321.jpg	MS0088-Ilustration_list-BOX-321.xml	[List of Watteau Illustrations, French]		-	1951	Indexes (reference sources)	MSS0088, Contini-Volterra Photographic Archive, Box 321	Vanderbilt University Special Collections	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	This index of paintings by Watteau represents one of the few handwritten documents in the Contini-Volterra Photographic Archive. It was likely written by one of the various scholars who worked on building the collection and would have served as reference material as the researchers organized photographs of works from the French School.
Treasure-Room	contini	MS0088-Sotheby-Rubens-BOX-321.jpg	MS0088-Sotheby-Rubens-BOX-321.xml	El Retrato Ecuestre del Duque de Lerma de Pedro Pablo Rubens	Sotheby & Co. (London, England)	-	1962	Auction catalogs	MSS0088, Contini-Volterra Photographic Archive, Box 321	Vanderbilt University Special Collections	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	This 1961 Sotheby’s auction catalog describes the sale of Ruben’s 1603 painting, “Portrait of the Duke of Lerma on Horseback.”  It is a fine example of an auction catalog, featuring color photographs of the original painting and black and white detail images.  Background on the artist, the creation of the work, and the historical period which produced it are also provided, along with a list of previous owners, exhibition history, and a bibliography of scholarly works on the painting.
Treasure-Room	contini	MS0088-Valentiner-letter-BOX-321.jpg	MS0088-Valentiner-letter-BOX-321.xml	[Letter from Valentiner]	Valentiner, Wilhelm Reinhold, 1880-1958	-	1948-07-11	Letters (correspondence)	MSS0088, Contini-Volterra Photographic Archive, Box 321	Vanderbilt University Special Collections	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	In this 1948 letter, art critic and historian Wilhelm Reinhold Valentiner describes a painting depicted in one of the Contini photographs and attributes the work to Rembrandt van Rijn. This kind of correspondence was valuable to scholars as they grew in their understanding of the artwork and artists represented in collection. With the help of connoisseurs such as Valentiner, scholars working on the project were able to better differentiate original masterpieces from copies of the same work.
Treasure-Room	contini	sc.mss.088.eita.1812.jpg	sc.mss.088.eita.1812.xml	[Madonna and Child Altarpiece]		-	1900-1999	Clippings (information artifacts)	MSS0088, Contini-Volterra Photographic Archive, Box 13	Vanderbilt University Special Collections	Copyright; licensed to Vanderbilt University	This image is one of the select catalog clippings from the Contini-Volterra Photographic Archive that is in color, as opposed to black and white. The clipping depicts a 14th century Italian altarpiece with the Madonna and Christ child enthroned in the central panel. The exterior panels illustrate scenes from the life of Christ. On the back of this catalog clipping, handwritten notes of a previous scholar attribute the work to Allegretto Nuzi (c.1316-1374).
Treasure-Room	contini	sc.mss.088.titi.0400.jpg	SC.MSS.088.TITI.0400.xml	Saint Jerome in the Desert	Anderson, Domenico	-	1900-1938	Black-and-white photographs	MSS0088, Contini-Volterra Photographic Archive, Box 214	Vanderbilt University Special Collections	Public Domain	Attributed to Domenico Anderson, this black and white photograph is representative of much of the Contini-Volterra Photographic Archive. The work depicts a religious scene with Saint Jerome shown in penance kneeling before a crucifixion-- a common theme of the Italian Renaissance. In the background, a skull and hourglass are visible symbolizing the mortality of man. The painting, dated c.1552, is the work of Titian and housed in the Pinacotecca di Brera in Milan, Italy.
Treasure-Room	contini	sc.mss.088.titi.0401.jpg	SC.MSS.088.TITI.0401.xml	Saint Jerome in the Desert	Fiorentini, Cav. P.	-	1900-1950?	Black-and-white photographs	MSS0088, Contini-Volterra Photographic Archive, Box 214	Vanderbilt University Special Collections	Public Domain	This photograph, attributed to Cav. P. Fiorentini, is one of the many detail images from the Contini-Volterra Photographic Archive. The work is an excerpt shot of Saint Jerome from Titian’s Saint Jerome in the Desert which hangs in the Pinacotecca di Brera in Milan. In the bottom right corner of the image, we see the sleeping lion that often accompanies depictions of Saint Jerome, a detail that may have gone unnoticed in black and white if not for the close-up image of the painting.
Treasure-Room	contini	SC.MSS.088.VENI.0800.jpg	SC.MSS.088.VENI.0800.xml	Virgin and Child with Saints Jerome and Catherine (Vittore Carpaccio)	Carpaccio, Vittore, 1455?-1525?	-	1507-1510	Black-and-white photographs	MSS0088, Contini-Volterra Photographic Archive, Box 196	Vanderbilt University Special Collections	Public Domain	Formerly housed in the Kaiser Friedrich Museum, Berlin, this painting by Carpaccio depicts the Madonna and Child surrounded by saints Jerome and Catherine. The work represents an effort  of the artist to combine two earlier compositions by Bellini. Unfortunately, Carpaccio’s painting was destroyed in 1945 during WWII. Like several photographs in the Contini-Volterra Photographic Archive, this image is a unique record of the painting's existence.
